SDA	3. Purchasing - AP	2. Purchase Quotation	1.Purchase Quotation_ใบเสนอราคาซื้อ	1.Purchase Quotation_ใบเสนอราคาซื้อ.rpt	29	10	2026-04-10	2026-07-14
SDA	3. Purchasing - AP	4. Goods Receipt PO	2.Goods Receive PO_TH_ใบรับสินค้า_(Batch_Serial) - Copy	2.Goods Reciept PO_TH_ใบรับสินค้า_(Batch_Serial).rpt	29	9	2026-04-10	2026-07-14
SDA	2. Sales - AR	4. Return	2.Retrun_ใบรับคืนสินค้า_(Batch_Serial)	1.Retrun_ใบรับคืนสินค้า_ENG (Batch_Serial).rpt	29	2	2026-04-10	2026-07-14
SDA	2. Sales - AR	5. AR Down Payment Invoice	3.AR Down Payment Invoice_ใบแจ้งหนี้เงินค่ามัดจำใบกำกับภาษี	3.AR Down PaymentTax Invoice_ใบแจ้งหนี้เงินค่ามัดจำใบกำกับภาษี.rpt	29	2	2026-04-10	2026-07-14
SDA	3. Purchasing - AP	6. AP Down Payment Invoice	1.AP Down Payment ใบจ่ายเงินมัดจำ	1.AP Down Payment_ใบจ่ายเงินมัดจำ.rpt	28	8	2026-04-10	2026-07-14
SDA	2. Sales - AR	4. Return	2.Retrun_ใบรับคืนสินค้า_(Batch_Serial)	1.Retrun_ใบรับคืนสินค้า_(Batch_Serial).rpt	28	5	2026-04-10	2026-07-14
SDA	2. Sales - AR	7. AR Credit Memo	4.AR_Credit Memo_ใบลดหนี้_(Batch_Serial) (Dis)	4.AR_Credit Memo_ใบลดหนี้_ENG (Batch_Serial) (Dis).rpt	28	1	2026-04-10	2026-07-14
SDA	2. Sales - AR	6. AR Invoice	6.BillingAR Invoice_ใบวางบิลใบแจ้งหนี้ (Dis)	6.BillingAR Invoice_ENG ใบวางบิลใบแจ้งหนี้ (Dis).rpt	28	0	2026-04-10	2026-07-14
SDA	3. Purchasing - AP	6. AP Down Payment Invoice	1.AP Down Payment ใบจ่ายเงินมัดจำ	1.AP Down Payment_ENG ใบจ่ายเงินมัดจำ.rpt	27	4	2026-04-10	2026-07-14
SDA	3. Purchasing - AP	6. AP Down Payment Invoice	2.AP Down Payment Invoice_ใบจ่ายเงินมัดจำ_ใบแจ้งหนี้	2.AP Down Payment Invoice_ENG ใบจ่ายเงินมัดจำใบกำกับภาษี.rpt	27	4	2026-04-10	2026-07-14
SDA	2. Sales - AR	6. AR Invoice	2.AR Invoice_ใบแจ้งหนี้_(Dis)	2.AR Invoice_ENG ใบแจ้งหนี้_(Dis).rpt	27	1	2026-04-10	2026-07-14
SDA	3. Purchasing - AP	3. Purchase Order	1.Purchase Order_TH_ใบสั่งซื้อ	1.Purchase Order_TH_ใบสั่งซื้อ.rpt	26	8	2026-04-10	2026-07-14
SDA	2. Sales - AR	6. AR Invoice	5.BillingAR Invoice_ใบวางบิลใบแจ้งหนี้ (Bom)	5.BillingAR Invoice_ใบวางบิลใบแจ้งหนี้ (Bom).rpt	26	1	2026-04-10	2026-07-14
SDA	1. Financials		1.Journal Entry_ใบบันทึกรายการบัญชี	1.Journal Entry_ใบบันทึกรายการบัญชี.rpt	25	13	2026-04-10	2026-07-14
SDA	2. Sales - AR	3. Delivery	2.Delivery_ใบส่งของ_(Batch_Serial)	2.Delivery_ใบส่งของ_(Batch_Serial).rpt	25	9	2026-04-10	2026-07-14
SDA	3. Purchasing - AP	1. Purchase Request	1.Purchase Request_TH_ใบขอซื้อ	1.Purchase Request_TH_ใบขอซื้อ.rpt	25	8	2026-04-10	2026-07-14
SDA	4. Banking	1. Incoming Payments	1.Incoming Payments_ใบเสร็จรับเงิน	1.Incoming Payments_Eng ใบเสร็จรับเงิน.rpt	25	6	2026-04-10	2026-07-14
SDA	2. Sales - AR	5. AR Down Payment Invoice	2.AR Down PaymentTax Invoice_ใบเสร็จรับเงินมัดจำใบกำกับภาษี	2.AR Down PaymentTax Invoice_ใบเสร็จรับเงินมัดจำใบกำกับภาษี.rpt	25	5	2026-04-10	2026-07-14
SDA	2. Sales - AR	6. AR Invoice	5.BillingAR Invoice_ใบวางบิลใบแจ้งหนี้ (Bom)	5.BillingAR Invoice_ENG ใบวางบิลใบแจ้งหนี้ (Bom).rpt	25	1	2026-04-10	2026-07-14
SDA	2. Sales - AR	6. AR Invoice	4.BillingAR InvoiceTax Invoice_ใบวางบิลใบแจ้งหนี้ใบกำกับภาษี (Dis)	4.BillingAR InvoiceTax Invoice_ใบวางบิลใบแจ้งหนี้ใบกำกับภาษี (Dis).rpt	25	0	2026-04-10	2026-07-14
SDA	3. Purchasing - AP	5. Goods Return	2.Goods Return_EN_ใบส่งคืนสินค้า_(Batch_Serial)	2.Goods Return_TH_ใบส่งคืนสินค้า_(Batch_Serial).rpt	24	9	2026-04-10	2026-07-14
SDA	3. Purchasing - AP	7. AP Invoice	2.AP Invoice_ใบแจ้งหนี้_(Batch_Serial)	2.AP Invoice_ใบแจ้งหนี้_(Batch_Serial).rpt	24	5	2026-04-10	2026-07-14
SDA	2. Sales - AR	6. AR Invoice	2.AR Invoice_ใบแจ้งหนี้_(Dis)	2.AR Invoice_ใบแจ้งหนี้_(Dis).rpt	24	3	2026-04-10	2026-07-14
SDA	2. Sales - AR	6. AR Invoice	6.BillingAR Invoice_ใบวางบิลใบแจ้งหนี้ (Dis)	6.BillingAR Invoice_ใบวางบิลใบแจ้งหนี้ (Dis).rpt	24	0	2026-04-10	2026-07-14
SDA	4. Banking	1. Incoming Payments	2.Incoming Payments_ใบเสร็จรับเงินใบกำกับภาษี	2.Incoming Payments_ ENG ใบเสร็จรับเงินใบกำกับภาษี.rpt	23	1	2026-04-10	2026-07-14
SDA	5. Inventory	4. Inventory Transfer	2.Inventory Transfer_ใบโอนสินค้า(Batch_Serial)	2.Inventory Transfer_ใบโอนสินค้า_TH_(Batch_Serial).rpt	23	1	2026-04-10	2026-07-14
SDA	4. Banking	1. Incoming Payments	1.Incoming Payments_ใบเสร็จรับเงิน	1.Incoming Payments_ใบเสร็จรับเงิน.rpt	22	6	2026-04-10	2026-07-14
SDA	2. Sales - AR	5. AR Down Payment Invoice	1.AR Down Payment_ใบเสร็จรับเงินมัดจำ	1.AR Down Payment_ใบเสร็จรับเงินมัดจำ.rpt	22	5	2026-04-10	2026-07-14
SDA	3. Purchasing - AP	8. AP Credit Memo	1.AP Credit Memo_ใบลดหนี้	1.AP Credit Memo_ใบลดหนี้.rpt	22	4	2026-04-10	2026-07-14
SDA	4. Banking	2. Outgoing Payments	1.Outgoing Payments_ใบจ่ายชำระ	1.Outgoing Payments_ใบจ่ายชำระ.rpt	21	10	2026-04-10	2026-07-14
SDA	2. Sales - AR	5. AR Down Payment Invoice	2.AR Down PaymentTax Invoice_ใบเสร็จรับเงินมัดจำใบกำกับภาษี	2.AR Down PaymentTax Invoice_BOM ใบเสร็จรับเงินมัดจำใบกำกับภาษี.rpt	21	3	2026-04-10	2026-07-14
SDA	5. Inventory	3. Inventory Transfer Request	1.Inventory Transfer Request_ใบขอโอนสินค้า	1.Inventory Transfer Request_ใบขอโอนสินค้า.rpt	17	7	2026-04-10	2026-07-14
SDA	5. Inventory	2. Goods Issue	2.Goods Issue_ใบเบิกสินค้า_(Batch_Serial)	2.Goods Issue_ใบเบิกสินค้า_(Batch_Serial).rpt	17	5	2026-04-10	2026-07-14
SDA	5. Inventory	2. Goods Issue	2.Goods Issue_ใบเบิกสินค้า_(Batch_Serial)	2.Goods Issue_ใบเบิกสินค้า_ENG (Batch_Serial).rpt	17	3	2026-04-10	2026-07-14
SDA	5. Inventory	1. Goods Receipt	2.Goods Receipt_ใบรับสินค้า_(Batch_Serial)	2.Goods Receipt_ENG ใบรับสินค้า_(Batch_Serial).rpt	16	1	2026-04-10	2026-07-14
SDA	4. Banking	2. Outgoing Payments	1.Outgoing Payments_ใบจ่ายชำระ	1.Outgoing Payments_ENG ใบจ่ายชำระ.rpt	15	4	2026-04-10	2026-07-14
SDA	5. Inventory	1. Goods Receipt	2.Goods Receipt_ใบรับสินค้า_(Batch_Serial)	2.Goods Receipt_ใบรับสินค้า_(Batch_Serial).rpt	15	3	2026-04-10	2026-07-14
SDA	4. Banking	1. Incoming Payments	2.Incoming Payments_ใบเสร็จรับเงินใบกำกับภาษี	2.Incoming Payments_ใบเสร็จรับเงินใบกำกับภาษี.rpt	14	3	2026-04-10	2026-07-14
SDA	5. Inventory	1. Goods Receipt	1.Goods Receipt_ใบรับสินค้า	1.Goods Receipt_ใบรับสินค้า.rpt	14	0	2026-04-10	2026-07-14
SDA	5. Inventory	2. Goods Issue	1.Goods Issue_ใบเบิกสินค้า	1.Goods Issue_ENG ใบเบิกสินค้า.rpt	12	3	2026-04-10	2026-07-14
SDA	5. Inventory	6. Inventory Revaluation	2.Inventory Revaluation_ใบปรับมูลค่า_DebitCredit	2.Inventory Revaluation_ใบปรับมูลค่า_DebitCredit.rpt	11	4	2026-04-10	2026-07-14
SDA	5. Inventory	2. Goods Issue	1.Goods Issue_ใบเบิกสินค้า	1.Goods Issue_ใบเบิกสินค้า.rpt	11	3	2026-04-10	2026-07-14
SDA	5. Inventory	6. Inventory Revaluation	1.Inventory Revaluation_ใบปรับมูลค่า_Price	1.Inventory Revaluation_ใบปรับมูลค่า_Price.rpt	10	3	2026-04-10	2026-07-14
SDA	5. Inventory	1. Goods Receipt	1.Goods Receipt_ใบรับสินค้า	1.Goods Receipt_ENG ใบรับสินค้า.rpt	10	0	2026-04-10	2026-07-14
SDA	5. Inventory	5. Inventory Counting	1.Inventory Counting_ใบตรวจนับสินค้า_Befor	1.Inventory Counting_ใบตรวจนับสินค้า_Befor.rpt	8	1	2026-04-10	2026-07-14
SDA	5. Inventory	5. Inventory Counting	2.Inventory Counting_ใบหลังตรวจนับสินค้า_After	2.Inventory Counting_ใบหลังตรวจนับสินค้า_After.rpt	7	1	2026-04-10	2026-07-14
SDA	3. Purchasing - AP	9. Landed Costs	1.Landed Costs_ใบปรับราคาต้นทุนสินค้า	1.Landed Costs_ใบปรับราคาต้นทุนสินค้า.rpt	7	0	2026-04-10	2026-07-14
SDA	6. Production	1. Production Order	1.Production Order_ใบสั่งผลิต	1.Production Order_ใบสั่งผลิต.rpt	6	0	2026-04-10	2026-07-14
SDA	6. Production	2. Receipt from Production	1.Receipt from Production_ใบรับสินค้าจากการผลิต	1.Receipt from Production_ใบรับสินค้าจากการผลิต.rpt	6	0	2026-04-10	2026-07-14
SDA	6. Production	2. Receipt from Production	2.Receipt from Production_ใบรับสินค้าจากการผลิต_(Batch_Serial)	2.Receipt from Production_ใบรับสินค้าจากการผลิต_(Batch_Serial).rpt	6	0	2026-04-10	2026-07-14
SDA	7.Fixed Asset		ทะเบียนสินทรัพย์	ทะเบียนสินทรัพย์.rpt	6	0	2026-04-10	2026-07-14
SDA	7.Fixed Asset		รายการขายทรัพย์สิน เรียงตามรหัสสินทรัพย์	รายการขายทรัพย์สิน เรียงตามรหัสสินทรัพย์.rpt	6	0	2026-04-10	2026-07-14
SDA	7.Fixed Asset		รายการสินทรัพย์เข้าใหม่ เรียงตามรหัสสินทรัพย์	รายการสินทรัพย์เข้าใหม่ เรียงตามรหัสสินทรัพย์.rpt	6	0	2026-04-10	2026-07-14
SDA	7.Fixed Asset		รายงานค่าเสื่อมประจำเดือน สรุปตามกลุ่มสินทรัพย์	รายงานค่าเสื่อมประจำเดือน สรุปตามกลุ่มสินทรัพย์.rpt	6	0	2026-04-10	2026-07-14
SDA	6. Production	3. Issue for Production	1.Issue for Production_ใบเบิกวัตถุดิบเพื่อการผลิต	1.Issue for Production_ใบเบิกวัตถุดิบเพื่อการผลิต.rpt	5	0	2026-04-10	2026-07-14
SDA	6. Production	3. Issue for Production	2.Issue for Production_ใบเบิกวัตถุดิบเพื่อการผลิต_(Batch_Serial)	2.Issue for Production_ใบเบิกวัตถุดิบเพื่อการผลิต_(Batch_Serial).rpt	5	0	2026-04-10	2026-07-14
